age,education,marital-status,relationship,sex,income
21,Some-college,Never-married,,,
20,Some-college,,Not-in-family,,
18,,Never-married,Own-child,Male,
27,Some-college,,,Male,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
38,Some-college,Divorced,Unmarried,Female,<=50K
24,HS-grad,Never-married,Not-in-family,Male,
34,Some-college,Never-married,Not-in-family,Male,<=50K
47,HS-grad,,Husband,Male,
27,HS-grad,Separated,Unmarried,Female,
63,Assoc-voc,Widowed,Unmarried,,
34,Some-college,Married-civ-spouse,Husband,Male,
25,,Married-spouse-absent,Not-in-family,,
54,HS-grad,,Unmarried,Male,<=50K
19,Some-college,Never-married,Own-child,Female,<=50K
35,HS-grad,Divorced,Not-in-family,Female,
24,Some-college,,Husband,,
,Some-college,,Own-child,Female,
,Assoc-voc,Divorced,Not-in-family,,<=50K
43,Doctorate,,Not-in-family,Female,
20,,Never-married,Own-child,Female,<=50K
41,HS-grad,Married-civ-spouse,,Male,<=50K
51,,Married-civ-spouse,,Male,<=50K
27,HS-grad,Never-married,Unmarried,,<=50K
36,HS-grad,Married-civ-spouse,Husband,,<=50K
25,,Never-married,Own-child,Male,
55,Bachelors,,Husband,Male,>50K
22,Some-college,Never-married,Not-in-family,Female,<=50K
58,Doctorate,,Husband,,<=50K
43,Some-college,Married-civ-spouse,Wife,Female,<=50K
39,Assoc-voc,Married-civ-spouse,Wife,Female,
40,9th,Never-married,Unmarried,Female,<=50K
46,HS-grad,Divorced,,,
54,HS-grad,Never-married,Unmarried,,
19,Some-college,Never-married,Own-child,Male,
24,,Married-civ-spouse,Husband,,<=50K
53,HS-grad,Married-civ-spouse,Husband,,<=50K
24,,,Not-in-family,Male,
29,HS-grad,,Own-child,Male,
,,Married-civ-spouse,Husband,Male,
54,HS-grad,,Husband,,>50K
21,Some-college,Never-married,Not-in-family,Female,
34,,Separated,,Male,<=50K
56,11th,Divorced,,Female,
34,Bachelors,Married-civ-spouse,Husband,Male,>50K
19,,Never-married,Unmarried,,<=50K
32,,Married-civ-spouse,Husband,,
48,HS-grad,Divorced,Unmarried,Female,
67,Masters,Married-civ-spouse,Husband,Male,
47,,Married-civ-spouse,,Male,
52,HS-grad,,Husband,,>50K
40,,Married-spouse-absent,Unmarried,Female,<=50K
28,10th,Married-civ-spouse,Husband,Male,
41,,Married-civ-spouse,Husband,Male,>50K
57,1st-4th,Divorced,Unmarried,Male,
51,HS-grad,Divorced,Not-in-family,Female,
26,11th,Never-married,Not-in-family,Female,<=50K
36,Bachelors,,Husband,Male,<=50K
33,Some-college,,,,>50K
46,Bachelors,Married-civ-spouse,Husband,Male,
50,,Divorced,Other-relative,,<=50K
33,Some-college,,Not-in-family,,<=50K
77,HS-grad,Never-married,Not-in-family,,
39,Masters,Never-married,Not-in-family,Male,>50K
,HS-grad,Widowed,Unmarried,,
35,Assoc-acdm,Divorced,Unmarried,,
23,10th,Never-married,Own-child,,<=50K
37,Assoc-voc,Divorced,Not-in-family,Female,
41,,Married-civ-spouse,Husband,Male,>50K
60,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
32,Bachelors,Never-married,,,
56,,,Husband,,<=50K
45,Assoc-voc,Divorced,Unmarried,Female,<=50K
24,HS-grad,Divorced,Not-in-family,Female,>50K
18,10th,,Own-child,,<=50K
31,HS-grad,Married-civ-spouse,Husband,,
,Some-college,Never-married,Own-child,,<=50K
45,Bachelors,Married-civ-spouse,,,>50K
23,Some-college,Never-married,Not-in-family,Female,
45,Some-college,,Husband,Male,
18,,Never-married,Other-relative,,<=50K
25,,Married-civ-spouse,Husband,Male,
31,,,Husband,Male,
19,HS-grad,,Other-relative,,
41,,,Husband,Male,
74,Prof-school,Widowed,,Female,
27,5th-6th,,,,<=50K
23,HS-grad,,Not-in-family,,
31,Assoc-voc,Married-civ-spouse,Husband,,>50K
40,HS-grad,Married-civ-spouse,Husband,Male,
41,,Married-civ-spouse,,Male,
25,,Never-married,Not-in-family,Male,<=50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
24,,Never-married,,,<=50K
42,Assoc-acdm,Married-civ-spouse,,,>50K
45,10th,,Husband,Male,<=50K
52,HS-grad,,Husband,,>50K
34,Assoc-voc,,Not-in-family,Male,<=50K
32,HS-grad,,Other-relative,Male,
54,HS-grad,Married-civ-spouse,Husband,,<=50K
42,,Never-married,Not-in-family,,<=50K
,,Married-civ-spouse,Husband,Male,>50K
40,,,,,<=50K
55,Bachelors,Married-civ-spouse,Husband,Male,
66,11th,Never-married,Not-in-family,,
52,,Married-civ-spouse,Husband,Male,<=50K
21,Some-college,,Not-in-family,,
33,,Married-civ-spouse,Wife,,>50K
52,Assoc-voc,Married-civ-spouse,Husband,Male,
,5th-6th,Never-married,Not-in-family,,
27,11th,Married-civ-spouse,Husband,,
,Bachelors,Divorced,Not-in-family,,<=50K
27,Some-college,Never-married,,,<=50K
,Assoc-voc,Married-civ-spouse,Husband,,>50K
19,HS-grad,Never-married,,Female,
46,Some-college,,Husband,Male,<=50K
55,HS-grad,Widowed,Not-in-family,Female,
50,,,Husband,,<=50K
32,,Never-married,Not-in-family,,
28,HS-grad,,Wife,Female,<=50K
23,,Never-married,,,
43,,Married-spouse-absent,,,<=50K
34,Bachelors,Married-civ-spouse,Husband,Male,
19,,Never-married,,Male,<=50K
37,,,Husband,Male,<=50K
27,,Never-married,Other-relative,Female,
18,HS-grad,Never-married,,Female,
31,Some-college,Widowed,Unmarried,,
49,,Married-civ-spouse,Husband,Male,<=50K
26,Prof-school,Married-civ-spouse,Husband,,<=50K
48,HS-grad,Married-civ-spouse,Husband,Male,
39,HS-grad,Married-civ-spouse,Husband,Male,
41,HS-grad,Separated,,Female,
48,Assoc-voc,Divorced,Unmarried,Female,
40,Bachelors,Divorced,,,
70,,Married-civ-spouse,Husband,,
20,HS-grad,Never-married,Own-child,Male,<=50K
38,5th-6th,Married-civ-spouse,Husband,,
37,Some-college,Separated,Own-child,Female,
49,,Widowed,Not-in-family,,
51,,Married-civ-spouse,Husband,Male,>50K
43,1st-4th,Never-married,Own-child,Male,<=50K
38,,Never-married,Not-in-family,,<=50K
18,11th,Never-married,Own-child,Male,<=50K
23,7th-8th,Never-married,Not-in-family,,<=50K
34,,Married-civ-spouse,Husband,,<=50K
62,Some-college,Married-civ-spouse,Husband,Male,<=50K
33,Some-college,Never-married,Unmarried,Male,
31,,Never-married,,,<=50K
64,Some-college,Widowed,Unmarried,Female,<=50K
26,Bachelors,Married-civ-spouse,Husband,,
55,Some-college,Married-civ-spouse,Husband,Male,<=50K
61,Bachelors,Married-spouse-absent,Not-in-family,Male,<=50K
37,HS-grad,Married-civ-spouse,Husband,,>50K
78,Bachelors,Married-civ-spouse,Husband,,<=50K
27,,,Unmarried,,
49,HS-grad,Divorced,Not-in-family,,<=50K
55,Masters,Married-civ-spouse,,,>50K
42,,Married-civ-spouse,Husband,Male,
22,HS-grad,Never-married,Other-relative,,<=50K
61,9th,,Husband,Male,
64,,,Husband,Male,
46,HS-grad,Married-civ-spouse,Husband,Male,<=50K
24,,,Not-in-family,Male,<=50K
27,,Married-civ-spouse,Husband,,<=50K
47,HS-grad,Married-civ-spouse,Husband,,>50K
18,Some-college,Divorced,,,
48,HS-grad,Married-civ-spouse,Husband,,<=50K
50,,,Not-in-family,Male,<=50K
,Masters,Divorced,Not-in-family,Female,
56,10th,Divorced,Own-child,Male,
34,HS-grad,Never-married,Not-in-family,,<=50K
56,,,Husband,,
18,,Never-married,Own-child,Male,<=50K
21,Some-college,Never-married,Own-child,,<=50K
,HS-grad,Divorced,Unmarried,Female,<=50K
27,HS-grad,Married-civ-spouse,Other-relative,Male,
52,,Married-civ-spouse,Husband,,
46,HS-grad,Divorced,Not-in-family,Female,
23,,Never-married,,,<=50K
,Some-college,Married-civ-spouse,Husband,,
19,Some-college,,Other-relative,Male,
20,,,Not-in-family,Male,
39,Some-college,Divorced,Not-in-family,Female,>50K
24,,Never-married,Own-child,Male,
72,Assoc-voc,Widowed,Not-in-family,Female,
42,,,,Female,
42,Bachelors,Divorced,Unmarried,,
,Bachelors,Divorced,Not-in-family,,
39,HS-grad,Married-civ-spouse,Husband,Male,
40,Some-college,Never-married,Unmarried,Female,
34,,Married-civ-spouse,Husband,,
19,11th,,,,<=50K
26,HS-grad,,Own-child,Female,
45,,,Unmarried,Female,
28,Masters,,Not-in-family,,
30,Bachelors,Never-married,Not-in-family,Male,>50K
32,HS-grad,Never-married,Not-in-family,Female,
19,Some-college,Never-married,Own-child,Female,
21,,,Own-child,Male,<=50K
54,HS-grad,Married-civ-spouse,Other-relative,Female,<=50K
62,Prof-school,,Husband,Male,
25,Some-college,Never-married,Not-in-family,Male,<=50K
49,Some-college,Divorced,Unmarried,,<=50K
,,,Husband,Male,>50K
26,Some-college,Never-married,Not-in-family,,
37,HS-grad,Married-civ-spouse,,Male,
58,,Divorced,Other-relative,,<=50K
37,,,Wife,Female,>50K
41,HS-grad,Never-married,Not-in-family,,<=50K
38,Bachelors,Married-civ-spouse,Husband,,
,,Married-civ-spouse,,Male,<=50K
42,HS-grad,Divorced,,Male,<=50K
30,HS-grad,Married-civ-spouse,Husband,Male,
43,Some-college,Married-civ-spouse,Husband,,
34,HS-grad,Married-civ-spouse,Husband,Male,
57,Some-college,,,Female,<=50K
46,11th,Married-civ-spouse,Husband,Male,
,Some-college,Married-civ-spouse,Husband,,<=50K
20,,Never-married,Own-child,Female,<=50K
47,Assoc-voc,Divorced,Not-in-family,Male,<=50K
,HS-grad,Divorced,,Male,
53,,Married-civ-spouse,Husband,,
43,,Married-civ-spouse,Husband,Male,
80,7th-8th,,,Male,
,Some-college,Never-married,Own-child,,
43,,Married-civ-spouse,Husband,Male,>50K
22,HS-grad,,Own-child,,
40,Some-college,Separated,Not-in-family,Male,
48,HS-grad,,,,>50K
56,HS-grad,Married-civ-spouse,Husband,,<=50K
34,11th,Divorced,,Male,
51,,,Husband,,
24,HS-grad,Never-married,,Female,
19,HS-grad,,Own-child,Female,
34,Some-college,Divorced,Unmarried,Female,<=50K
24,HS-grad,Never-married,Own-child,Male,<=50K
41,Bachelors,Married-civ-spouse,Husband,Male,>50K
24,HS-grad,,Not-in-family,Female,
22,Some-college,Never-married,,Male,<=50K
32,Some-college,,,,
41,,Divorced,Not-in-family,Female,<=50K
20,,,Own-child,,
31,,Never-married,Not-in-family,Male,<=50K
55,Bachelors,Married-civ-spouse,,Male,
,Doctorate,Married-civ-spouse,Husband,Male,
26,Bachelors,,Own-child,,<=50K
27,,Divorced,Not-in-family,Male,<=50K
35,HS-grad,Separated,Not-in-family,Female,<=50K
40,HS-grad,,Not-in-family,,<=50K
59,,,Husband,,<=50K
61,Some-college,,Husband,Male,
31,HS-grad,Never-married,Own-child,Female,<=50K
43,Masters,Divorced,Not-in-family,Male,>50K
,,Never-married,,,
54,Assoc-acdm,Widowed,Unmarried,Female,<=50K
30,Some-college,Married-civ-spouse,Husband,Male,
20,Some-college,Never-married,Not-in-family,,
27,Masters,Never-married,Not-in-family,Female,<=50K
44,,Divorced,Not-in-family,,<=50K
64,Some-college,Widowed,Not-in-family,Female,
55,HS-grad,Divorced,Not-in-family,,<=50K
34,,,Not-in-family,Male,<=50K
61,HS-grad,Widowed,Not-in-family,Female,<=50K
28,Bachelors,Married-civ-spouse,,Male,
34,HS-grad,Divorced,Unmarried,Female,
47,Prof-school,Married-civ-spouse,Husband,,>50K
26,Bachelors,Never-married,Not-in-family,Male,
35,,,Unmarried,,
,Bachelors,Married-civ-spouse,Husband,,
47,,,Husband,Male,
17,11th,Never-married,Own-child,,<=50K
35,,Married-civ-spouse,Husband,Male,<=50K
33,Masters,,Own-child,Male,<=50K
25,Assoc-acdm,Married-civ-spouse,,,<=50K
18,10th,Never-married,,Male,<=50K
47,,,Not-in-family,Male,
44,HS-grad,,,Female,<=50K
41,HS-grad,,Unmarried,Female,
30,,Never-married,Not-in-family,Female,<=50K
53,,Married-civ-spouse,,,<=50K
,HS-grad,Widowed,Unmarried,Female,
,HS-grad,Married-civ-spouse,Wife,,<=50K
24,Some-college,Never-married,Not-in-family,Male,<=50K
27,Bachelors,Never-married,Own-child,Male,<=50K
,5th-6th,Married-civ-spouse,,,<=50K
36,,Married-civ-spouse,,Male,
41,1st-4th,Married-civ-spouse,Husband,,>50K
41,,Never-married,Not-in-family,Female,<=50K
31,HS-grad,Never-married,Not-in-family,Female,
32,Bachelors,Married-civ-spouse,Husband,,<=50K
22,Some-college,Never-married,Own-child,Male,
22,10th,,Own-child,Male,<=50K
18,12th,,Own-child,Male,<=50K
39,,,,Male,
38,,Married-civ-spouse,,,<=50K
35,HS-grad,Married-civ-spouse,Husband,,<=50K
23,Some-college,Never-married,Not-in-family,Male,
54,Bachelors,Married-civ-spouse,Husband,,>50K
36,Masters,,Husband,Male,
63,HS-grad,Married-civ-spouse,Husband,Male,<=50K
39,Some-college,Married-civ-spouse,Husband,Male,
57,Some-college,Married-civ-spouse,Husband,Male,>50K
58,Prof-school,,Husband,,>50K
29,Bachelors,Never-married,Not-in-family,Female,
17,,Never-married,Own-child,Female,
40,,,Not-in-family,Male,<=50K
69,,Married-civ-spouse,Wife,,<=50K
28,10th,Divorced,Not-in-family,Female,<=50K
,9th,Married-civ-spouse,Husband,,<=50K
44,,Never-married,,,>50K
45,Prof-school,,Unmarried,,<=50K
33,,Married-civ-spouse,Husband,Male,
41,,Married-civ-spouse,Husband,,>50K
37,HS-grad,Married-civ-spouse,Husband,,>50K
50,Some-college,Married-civ-spouse,Husband,,
48,Bachelors,Married-civ-spouse,,Male,<=50K
26,,,Unmarried,Female,<=50K
36,Some-college,Married-civ-spouse,Husband,Male,
21,,Never-married,,,
37,,Married-civ-spouse,,,
20,Some-college,Never-married,Own-child,,
54,HS-grad,Married-civ-spouse,Wife,Female,
28,HS-grad,Separated,Other-relative,,<=50K
27,Some-college,,Not-in-family,Male,<=50K
33,Assoc-voc,Never-married,Unmarried,,<=50K
46,,Married-civ-spouse,Husband,Male,
28,,Divorced,Unmarried,,
17,10th,Never-married,Own-child,,<=50K
40,,Never-married,Not-in-family,Male,>50K
,Masters,Married-civ-spouse,Husband,,>50K
,1st-4th,Never-married,Not-in-family,Female,
25,,Never-married,Unmarried,,
35,Bachelors,Married-civ-spouse,Husband,Male,
29,Some-college,,Wife,Female,<=50K
30,HS-grad,Divorced,Unmarried,Male,
,,Married-civ-spouse,Husband,Male,
56,7th-8th,Divorced,Unmarried,,<=50K
25,,Never-married,,,<=50K
28,HS-grad,Never-married,Own-child,Male,<=50K
43,,,Husband,,
47,,,Husband,Male,
46,Bachelors,,Husband,Male,
41,,Divorced,,Female,<=50K
38,,Married-civ-spouse,Wife,,>50K
29,,Never-married,Other-relative,,
25,5th-6th,Never-married,,Male,<=50K
56,11th,Married-civ-spouse,Husband,,<=50K
31,7th-8th,Married-civ-spouse,Husband,Male,
22,11th,Never-married,Other-relative,,
31,HS-grad,Never-married,Other-relative,Male,<=50K
28,Some-college,,,Female,
53,Bachelors,Married-civ-spouse,Husband,,
45,Masters,Divorced,Not-in-family,,>50K
71,Preschool,Widowed,,,<=50K
65,HS-grad,Widowed,Unmarried,Female,
39,HS-grad,Married-civ-spouse,Husband,,>50K
19,HS-grad,Married-AF-spouse,,,<=50K
34,Bachelors,Divorced,Unmarried,,<=50K
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
40,HS-grad,Married-spouse-absent,,Female,
90,Some-college,Separated,Own-child,Female,
56,Prof-school,Married-civ-spouse,Husband,Male,
21,HS-grad,Never-married,Not-in-family,,<=50K
48,,,Husband,Male,
45,Some-college,Separated,Unmarried,Female,
46,,Married-civ-spouse,Husband,Male,>50K
64,10th,Separated,Not-in-family,Female,<=50K
29,Masters,Never-married,,Male,<=50K
22,HS-grad,Divorced,Unmarried,,
47,,Married-civ-spouse,Husband,,
67,Bachelors,Married-civ-spouse,Husband,Male,>50K
43,,Married-civ-spouse,,,<=50K
,,,Husband,,
31,,Married-civ-spouse,Husband,Male,
53,,Divorced,Unmarried,Female,<=50K
81,,,,Female,<=50K
33,HS-grad,,,,
17,,Never-married,,,<=50K
55,Prof-school,Married-civ-spouse,Husband,,
28,HS-grad,Never-married,Own-child,Male,<=50K
24,Some-college,Never-married,Own-child,Female,<=50K
40,HS-grad,Separated,Unmarried,Female,
30,,Never-married,,Female,
24,11th,Never-married,Unmarried,Female,<=50K
26,,Married-civ-spouse,Wife,,
38,,Divorced,,Female,
30,,Married-civ-spouse,Husband,Male,>50K
,Bachelors,Married-civ-spouse,Husband,,
40,,Married-civ-spouse,Husband,,
63,HS-grad,Married-civ-spouse,,,<=50K
23,7th-8th,Never-married,Other-relative,,
56,,Divorced,Unmarried,Male,
42,Assoc-voc,Married-civ-spouse,,,<=50K
40,HS-grad,Never-married,Not-in-family,Male,<=50K
49,Assoc-acdm,Married-civ-spouse,Wife,Female,
,HS-grad,Married-spouse-absent,Not-in-family,,
52,HS-grad,,Own-child,,
28,Bachelors,Never-married,,Female,<=50K
35,,Married-civ-spouse,Husband,,
,Some-college,Never-married,Own-child,Female,
43,HS-grad,Never-married,,,<=50K
32,,,Unmarried,,<=50K
29,Prof-school,Never-married,Own-child,,>50K
23,,Never-married,Own-child,,<=50K
50,,Married-civ-spouse,Husband,,
34,Some-college,Never-married,Own-child,Male,
19,,Never-married,Own-child,Male,<=50K
47,,Married-civ-spouse,Wife,,
37,Some-college,Married-civ-spouse,Husband,,
25,,Never-married,Unmarried,,
75,Some-college,Married-civ-spouse,Husband,Male,>50K
24,HS-grad,Married-civ-spouse,,Male,<=50K
28,Bachelors,Never-married,Own-child,Male,<=50K
17,,,,,<=50K
31,HS-grad,,,Male,
31,Preschool,Never-married,Other-relative,Female,<=50K
18,,,,Male,
45,,Married-civ-spouse,,,
31,,Never-married,Own-child,,<=50K
27,Bachelors,Married-civ-spouse,,,
48,,Widowed,,,<=50K
22,HS-grad,Married-civ-spouse,,Female,<=50K
34,,Married-civ-spouse,Husband,,
26,HS-grad,Never-married,Unmarried,Female,<=50K
53,,,,,
,Bachelors,,Husband,,>50K
49,Masters,Separated,Unmarried,,
40,Some-college,Divorced,,Female,<=50K
48,10th,Married-civ-spouse,,,
23,Bachelors,Never-married,Not-in-family,,
68,7th-8th,Widowed,Not-in-family,Male,<=50K
42,Assoc-voc,,Husband,Male,>50K
37,HS-grad,Never-married,Own-child,Male,
,HS-grad,Never-married,Own-child,,<=50K
38,Some-college,Married-civ-spouse,,Male,>50K
27,HS-grad,,Not-in-family,,
75,HS-grad,Widowed,Not-in-family,,
49,Bachelors,Married-civ-spouse,Husband,,
27,,,Not-in-family,,<=50K
36,,Never-married,Not-in-family,,
36,,Married-civ-spouse,Husband,Male,
35,HS-grad,,Own-child,,
36,,Married-civ-spouse,Husband,Male,>50K
53,,,Husband,Male,
,,,Unmarried,Female,<=50K
34,HS-grad,Divorced,Not-in-family,Male,<=50K
61,Some-college,Married-civ-spouse,Husband,Male,
29,HS-grad,Divorced,,,<=50K
40,Some-college,Divorced,Unmarried,,
37,Masters,,Not-in-family,Male,>50K
22,9th,,Other-relative,Male,<=50K
43,Some-college,Married-civ-spouse,Husband,,<=50K
55,,,,,<=50K
28,Some-college,Divorced,Unmarried,Female,<=50K
,Bachelors,,Own-child,Female,
64,11th,Married-civ-spouse,Husband,Male,
46,,Never-married,Not-in-family,Male,
29,Some-college,Never-married,Own-child,Male,<=50K
,Masters,,,Male,
20,Some-college,,Own-child,,<=50K
62,Some-college,,Not-in-family,,
49,Assoc-voc,Never-married,Unmarried,,<=50K
29,10th,Married-civ-spouse,Wife,,<=50K
35,Bachelors,Married-civ-spouse,,,<=50K
39,,,Husband,Male,<=50K
39,,,Not-in-family,,
37,,Divorced,Other-relative,Female,<=50K
38,HS-grad,Married-civ-spouse,Husband,Male,
72,,Married-civ-spouse,Husband,Male,
31,7th-8th,Married-civ-spouse,Husband,,<=50K
55,7th-8th,Married-civ-spouse,Husband,,
38,,Separated,Unmarried,Female,<=50K
33,Some-college,,Not-in-family,,<=50K
25,Assoc-acdm,Never-married,Not-in-family,Female,
19,Some-college,Never-married,,,
37,,Divorced,,,
49,,Divorced,Other-relative,Male,
26,HS-grad,Never-married,Other-relative,,
35,HS-grad,Married-civ-spouse,Husband,,<=50K
44,,Married-civ-spouse,Wife,,<=50K
37,Masters,Separated,,Male,>50K
42,Bachelors,,Husband,Male,
64,Doctorate,Never-married,Not-in-family,Female,>50K
28,,Married-civ-spouse,Husband,,
35,HS-grad,,Not-in-family,,<=50K
40,,Married-civ-spouse,Husband,Male,<=50K
55,Bachelors,Married-civ-spouse,,Male,
21,HS-grad,Never-married,Own-child,Male,
49,Some-college,,Not-in-family,Female,<=50K
51,,,,Male,>50K
57,,,Husband,Male,
51,,Married-civ-spouse,Husband,Male,
38,10th,,Not-in-family,Male,<=50K
24,HS-grad,Never-married,Own-child,,<=50K
45,HS-grad,Married-civ-spouse,,Male,<=50K
28,HS-grad,Married-civ-spouse,Husband,,
42,Prof-school,Married-civ-spouse,Husband,,
22,,Never-married,Not-in-family,Male,
28,Masters,,Husband,,<=50K
,,,Unmarried,Female,<=50K
31,HS-grad,Separated,Unmarried,Female,
47,,Married-civ-spouse,,,>50K
40,HS-grad,Divorced,Not-in-family,Male,<=50K
30,HS-grad,Married-AF-spouse,Husband,,
61,,,Husband,,>50K
71,Bachelors,Widowed,Unmarried,Female,<=50K
42,,Divorced,Own-child,Female,<=50K
44,,,Husband,,
46,Some-college,Married-civ-spouse,Husband,Male,
50,,Never-married,,,
27,Bachelors,Never-married,Not-in-family,Male,
40,Assoc-voc,,Husband,,
21,Some-college,Never-married,,,
25,HS-grad,Never-married,Other-relative,Male,
61,5th-6th,,,Male,<=50K
54,Some-college,,,Male,
31,Bachelors,Never-married,Not-in-family,,
53,Some-college,Married-civ-spouse,Husband,,<=50K
,Assoc-acdm,Married-civ-spouse,Husband,,>50K
57,,Married-civ-spouse,Husband,Male,
48,Bachelors,,Unmarried,Female,<=50K
30,Some-college,Married-civ-spouse,Husband,,>50K
35,,Married-civ-spouse,Husband,,<=50K
42,HS-grad,Married-civ-spouse,Husband,Male,<=50K
34,HS-grad,Married-civ-spouse,Husband,,
59,,Married-civ-spouse,Husband,,>50K
69,,Married-civ-spouse,,,<=50K
,Some-college,Never-married,Own-child,,<=50K
40,HS-grad,,Husband,Male,<=50K
21,,Never-married,Own-child,,<=50K
40,Assoc-acdm,Divorced,Not-in-family,,
43,Some-college,Married-civ-spouse,Husband,,<=50K
36,,Divorced,Not-in-family,,<=50K
41,HS-grad,Married-spouse-absent,Not-in-family,,>50K
72,HS-grad,,Not-in-family,Male,<=50K
,,Never-married,Own-child,,<=50K
41,Bachelors,,Not-in-family,,<=50K
34,Some-college,Divorced,Not-in-family,,<=50K
48,11th,Divorced,,,
27,HS-grad,,Own-child,,<=50K
35,,,Husband,,>50K
28,HS-grad,,Own-child,,
27,,Never-married,Own-child,,<=50K
20,Some-college,Never-married,Own-child,,
18,,,Own-child,,
32,Bachelors,Married-civ-spouse,Husband,,<=50K
38,Masters,Married-civ-spouse,Husband,Male,
23,Some-college,Never-married,,Male,
,,Married-civ-spouse,,Male,>50K
40,Prof-school,Married-civ-spouse,Husband,Male,
35,HS-grad,Divorced,Unmarried,,<=50K
74,Some-college,Widowed,Unmarried,,
28,HS-grad,Never-married,Own-child,Male,
23,,Never-married,Own-child,Male,
20,Some-college,Never-married,Own-child,,<=50K
44,HS-grad,Divorced,Unmarried,,<=50K
46,HS-grad,Divorced,Unmarried,Female,<=50K
20,Some-college,Never-married,,Male,
51,Bachelors,,,,
40,Some-college,Separated,Not-in-family,,<=50K
48,Prof-school,Married-civ-spouse,Husband,,
60,,,Husband,Male,<=50K
48,,,Husband,Male,
46,Bachelors,Married-civ-spouse,,,
48,Bachelors,,,Male,>50K
22,,Never-married,Unmarried,Female,<=50K
24,,Never-married,Not-in-family,,
45,Some-college,Divorced,Unmarried,Female,
18,,Never-married,Own-child,Female,
39,,Married-civ-spouse,Husband,Male,
65,HS-grad,Married-civ-spouse,,,<=50K
22,,Divorced,,,<=50K
20,,Never-married,Own-child,Female,
28,Some-college,Married-civ-spouse,,Male,
46,Prof-school,,Husband,,>50K
42,Bachelors,,Husband,Male,
61,,Married-civ-spouse,Husband,,>50K
28,,,,Male,
18,,,Own-child,,<=50K
24,Bachelors,Never-married,Not-in-family,Male,
45,,Married-civ-spouse,,Male,>50K
,,Never-married,Own-child,,<=50K
44,Bachelors,Married-civ-spouse,Husband,Male,
20,Some-college,Never-married,Own-child,Male,
35,,Married-civ-spouse,,Male,<=50K
52,,,Husband,Male,
25,,Never-married,,,
19,5th-6th,Never-married,,Male,
35,Bachelors,Married-civ-spouse,Husband,Male,
54,,Divorced,Unmarried,,<=50K
21,,Never-married,Own-child,Male,<=50K
26,HS-grad,Married-civ-spouse,Wife,Female,>50K
42,,Divorced,Unmarried,Female,
19,Some-college,Never-married,Own-child,,<=50K
55,,Married-civ-spouse,Husband,Male,
,HS-grad,Married-civ-spouse,Husband,,<=50K
25,Bachelors,Never-married,,Male,<=50K
26,,Married-civ-spouse,,,
64,,Separated,Not-in-family,,>50K
41,11th,Divorced,Unmarried,,<=50K
25,Some-college,Never-married,Own-child,,
43,Some-college,Married-civ-spouse,Husband,Male,<=50K
45,,Never-married,Own-child,Male,
48,Bachelors,,Husband,Male,>50K
60,HS-grad,Married-civ-spouse,Husband,Male,
45,Some-college,,Not-in-family,Male,<=50K
51,,Married-civ-spouse,Husband,,
37,,Divorced,Unmarried,Female,
22,Some-college,Never-married,,Male,<=50K
44,HS-grad,Married-civ-spouse,Husband,Male,
27,HS-grad,,Husband,,
47,HS-grad,Married-civ-spouse,Husband,,
32,Masters,,Husband,Male,>50K
40,Bachelors,Married-civ-spouse,Husband,,>50K
41,HS-grad,Married-civ-spouse,,Male,
32,10th,,Not-in-family,Female,<=50K
26,Bachelors,Never-married,Not-in-family,Female,<=50K
47,Some-college,Married-civ-spouse,Husband,Male,
55,HS-grad,Married-civ-spouse,Husband,Male,
,HS-grad,Married-civ-spouse,Husband,,
,Bachelors,Never-married,Not-in-family,,
64,Doctorate,,Husband,,>50K
56,Bachelors,Married-civ-spouse,,,>50K
41,,Married-civ-spouse,,,>50K
33,HS-grad,Married-civ-spouse,Husband,,
33,,Never-married,Own-child,Male,
21,Some-college,,Husband,,<=50K
59,HS-grad,Widowed,Not-in-family,Male,<=50K
58,Assoc-voc,Married-civ-spouse,,,>50K
43,Masters,Divorced,Unmarried,Male,<=50K
21,HS-grad,,Own-child,Male,<=50K
45,,Never-married,Not-in-family,Male,
53,HS-grad,Married-civ-spouse,Wife,,
,,Married-civ-spouse,Husband,Male,>50K
27,,Married-civ-spouse,Wife,,
53,Some-college,Married-civ-spouse,,Male,
38,Masters,,Husband,Male,>50K
31,Bachelors,Married-civ-spouse,Husband,Male,>50K
41,HS-grad,Married-civ-spouse,Husband,Male,<=50K
22,Some-college,Never-married,Own-child,Female,
43,Masters,Married-civ-spouse,Husband,,<=50K
41,Some-college,Never-married,Not-in-family,Male,<=50K
27,Some-college,,Wife,Female,<=50K
41,Some-college,,Husband,,<=50K
36,Prof-school,Divorced,Not-in-family,Male,>50K
49,Bachelors,Married-civ-spouse,,Female,>50K
20,,Never-married,Own-child,,<=50K
58,,Married-spouse-absent,Unmarried,,
35,12th,Never-married,Not-in-family,,
,HS-grad,,,,
21,HS-grad,Never-married,Own-child,Male,<=50K
29,Assoc-acdm,Never-married,,,<=50K
,HS-grad,Widowed,Not-in-family,Female,
54,,Never-married,,,
35,,,,Male,
35,,Married-civ-spouse,Husband,,
40,Bachelors,Married-spouse-absent,Not-in-family,Female,<=50K
59,HS-grad,Separated,Unmarried,,<=50K
